,tracks,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,url,track_id,uri,track_href,analysis_url,duration_ms,time_signature,artist_url,genres,popularity,track_url,created_year,rank
575,DDU-DU DDU-DU,BLACKPINK,0.703,0.831,11.0,-3.493,0.0,0.0616,0.0319,0.0,0.205,0.461,139.927,audio_features,https://open.spotify.com/track/1PMXpTPJfh3ViK8PMZ9ZnY,1PMXpTPJfh3ViK8PMZ9ZnY,spotify:track:1PMXpTPJfh3ViK8PMZ9ZnY,https://api.spotify.com/v1/tracks/1PMXpTPJfh3ViK8PMZ9ZnY,https://api.spotify.com/v1/audio-analysis/1PMXpTPJfh3ViK8PMZ9ZnY,209355.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/1PMXpTPJfh3ViK8PMZ9ZnY,11111,85
576,Ice Cream (with Selena Gomez),BLACKPINK,0.791,0.733,9.0,-3.852,1.0,0.35,0.0305,0.000169,0.0423,0.913,159.974,audio_features,https://open.spotify.com/track/2k0e6dy1tx7fE6m126Ydfw,2k0e6dy1tx7fE6m126Ydfw,spotify:track:2k0e6dy1tx7fE6m126Ydfw,https://api.spotify.com/v1/tracks/2k0e6dy1tx7fE6m126Ydfw,https://api.spotify.com/v1/audio-analysis/2k0e6dy1tx7fE6m126Ydfw,175813.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/2k0e6dy1tx7fE6m126Ydfw,11111,86
577,View,SHINee,0.728,0.801,6.0,-4.428,0.0,0.0439,0.04,0.0,0.0415,0.656,123.953,audio_features,https://open.spotify.com/track/46E1ic6n099e76t5J1TbHn,46E1ic6n099e76t5J1TbHn,spotify:track:46E1ic6n099e76t5J1TbHn,https://api.spotify.com/v1/tracks/46E1ic6n099e76t5J1TbHn,https://api.spotify.com/v1/audio-analysis/46E1ic6n099e76t5J1TbHn,190821.0,4.0,https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR,"['k-pop', 'k-pop boy group']",60,https://open.spotify.com/embed/track/46E1ic6n099e76t5J1TbHn,11111,87
578,Replay -君は僕のeverything-,SHINee,0.732,0.675,1.0,-4.908,1.0,0.0769,0.188,2.64e-06,0.0866,0.586,99.971,audio_features,https://open.spotify.com/track/3kQS5GQkf6LnG1L9V5c9pg,3kQS5GQkf6LnG1L9V5c9pg,spotify:track:3kQS5GQkf6LnG1L9V5c9pg,https://api.spotify.com/v1/tracks/3kQS5GQkf6LnG1L9V5c9pg,https://api.spotify.com/v1/audio-analysis/3kQS5GQkf6LnG1L9V5c9pg,216000.0,4.0,https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR,"['k-pop', 'k-pop boy group']",60,https://open.spotify.com/embed/track/3kQS5GQkf6LnG1L9V5c9pg,11111,88
579,JULIETTE,SHINee,0.659,0.938,11.0,-2.033,0.0,0.113,0.154,0.0,0.163,0.722,109.061,audio_features,https://open.spotify.com/track/5vq1yh1WnMbDXJ1kEoCC2o,5vq1yh1WnMbDXJ1kEoCC2o,spotify:track:5vq1yh1WnMbDXJ1kEoCC2o,https://api.spotify.com/v1/tracks/5vq1yh1WnMbDXJ1kEoCC2o,https://api.spotify.com/v1/audio-analysis/5vq1yh1WnMbDXJ1kEoCC2o,207853.0,4.0,https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR,"['k-pop', 'k-pop boy group']",60,https://open.spotify.com/embed/track/5vq1yh1WnMbDXJ1kEoCC2o,11111,89
580,LUCIFER,SHINee,0.797,0.885,11.0,-2.413,0.0,0.0444,0.0199,0.0,0.042,0.889,125.027,audio_features,https://open.spotify.com/track/1A4TWAg6Iqrgcc5kyiNx7k,1A4TWAg6Iqrgcc5kyiNx7k,spotify:track:1A4TWAg6Iqrgcc5kyiNx7k,https://api.spotify.com/v1/tracks/1A4TWAg6Iqrgcc5kyiNx7k,https://api.spotify.com/v1/audio-analysis/1A4TWAg6Iqrgcc5kyiNx7k,235507.0,4.0,https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR,"['k-pop', 'k-pop boy group']",60,https://open.spotify.com/embed/track/1A4TWAg6Iqrgcc5kyiNx7k,11111,90
581,LOVE SCENARIO,iKON,0.806,0.707,7.0,-4.623,1.0,0.0307,0.331,0.0,0.294,0.746,118.011,audio_features,https://open.spotify.com/track/25aawb25AiIdfj5ctvr3Do,25aawb25AiIdfj5ctvr3Do,spotify:track:25aawb25AiIdfj5ctvr3Do,https://api.spotify.com/v1/tracks/25aawb25AiIdfj5ctvr3Do,https://api.spotify.com/v1/audio-analysis/25aawb25AiIdfj5ctvr3Do,209648.0,4.0,https://open.spotify.com/artist/5qRSs6mvI17zrkJpOHkCoM,"['k-pop', 'k-pop boy group']",60,https://open.spotify.com/embed/track/25aawb25AiIdfj5ctvr3Do,11111,91
582,LOVE SCENARIO,iKON,0.789,0.697,7.0,-5.055,1.0,0.0307,0.384,0.0,0.328,0.626,118.013,audio_features,https://open.spotify.com/track/6B1YWPD7m8qm2ZM56SFD7R,6B1YWPD7m8qm2ZM56SFD7R,spotify:track:6B1YWPD7m8qm2ZM56SFD7R,https://api.spotify.com/v1/tracks/6B1YWPD7m8qm2ZM56SFD7R,https://api.spotify.com/v1/audio-analysis/6B1YWPD7m8qm2ZM56SFD7R,209648.0,4.0,https://open.spotify.com/artist/5qRSs6mvI17zrkJpOHkCoM,"['k-pop', 'k-pop boy group']",60,https://open.spotify.com/embed/track/6B1YWPD7m8qm2ZM56SFD7R,11111,92
583,Celebrity,IU,0.73,0.784,9.0,-2.62,1.0,0.0691,0.191,0.0,0.0956,0.673,99.995,audio_features,https://open.spotify.com/track/5nCwjUUsmBuNZKn9Xu10Os,5nCwjUUsmBuNZKn9Xu10Os,spotify:track:5nCwjUUsmBuNZKn9Xu10Os,https://api.spotify.com/v1/tracks/5nCwjUUsmBuNZKn9Xu10Os,https://api.spotify.com/v1/audio-analysis/5nCwjUUsmBuNZKn9Xu10Os,195547.0,4.0,https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU,['k-pop'],70,https://open.spotify.com/embed/track/5nCwjUUsmBuNZKn9Xu10Os,11111,93
584,eight(Prod.&Feat. SUGA of BTS),IU,0.676,0.869,1.0,-1.573,1.0,0.0423,0.115,0.0,0.132,0.594,120.029,audio_features,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,0pYacDCZuRhcrwGUA5nTBe,spotify:track:0pYacDCZuRhcrwGUA5nTBe,https://api.spotify.com/v1/tracks/0pYacDCZuRhcrwGUA5nTBe,https://api.spotify.com/v1/audio-analysis/0pYacDCZuRhcrwGUA5nTBe,167573.0,4.0,https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU,['k-pop'],70,https://open.spotify.com/embed/track/0pYacDCZuRhcrwGUA5nTBe,11111,94
585,好きと言わせたい,IZ*ONE,0.532,0.938,8.0,-1.409,1.0,0.0568,0.122,0.0,0.245,0.716,132.023,audio_features,https://open.spotify.com/track/4cb65NgJOppTj6Ip5THclm,4cb65NgJOppTj6Ip5THclm,spotify:track:4cb65NgJOppTj6Ip5THclm,https://api.spotify.com/v1/tracks/4cb65NgJOppTj6Ip5THclm,https://api.spotify.com/v1/audio-analysis/4cb65NgJOppTj6Ip5THclm,239333.0,4.0,https://open.spotify.com/artist/5r1tUTxVSgvBHnoDuDODPH,"['k-pop', 'k-pop girl group']",61,https://open.spotify.com/embed/track/4cb65NgJOppTj6Ip5THclm,11111,95
586,CALL ME BABY,EXO,0.692,0.886,1.0,-2.519,1.0,0.0519,0.284,0.0,0.341,0.879,100.03,audio_features,https://open.spotify.com/track/4jdiqVbH1eUwc4MzDV7GMu,4jdiqVbH1eUwc4MzDV7GMu,spotify:track:4jdiqVbH1eUwc4MzDV7GMu,https://api.spotify.com/v1/tracks/4jdiqVbH1eUwc4MzDV7GMu,https://api.spotify.com/v1/audio-analysis/4jdiqVbH1eUwc4MzDV7GMu,211013.0,4.0,https://open.spotify.com/artist/3cjEqqelV9zb4BYE3qDQ4O,"['k-pop', 'k-pop boy group']",68,https://open.spotify.com/embed/track/4jdiqVbH1eUwc4MzDV7GMu,11111,96
587,Love Shot,EXO,0.689,0.678,5.0,-4.287,0.0,0.119,0.0702,0.0,0.0889,0.335,145.883,audio_features,https://open.spotify.com/track/0yB4jrSwN0bFtFRDR5vyMj,0yB4jrSwN0bFtFRDR5vyMj,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,https://api.spotify.com/v1/tracks/0yB4jrSwN0bFtFRDR5vyMj,https://api.spotify.com/v1/audio-analysis/0yB4jrSwN0bFtFRDR5vyMj,200306.0,4.0,https://open.spotify.com/artist/3cjEqqelV9zb4BYE3qDQ4O,"['k-pop', 'k-pop boy group']",68,https://open.spotify.com/embed/track/0yB4jrSwN0bFtFRDR5vyMj,11111,97
588,Boy With Luv - Japanese ver.,BTS,0.677,0.843,11.0,-5.087,0.0,0.0795,0.131,0.0,0.204,0.807,119.968,audio_features,https://open.spotify.com/track/2Ya8bityItATB8WNxaaed1,2Ya8bityItATB8WNxaaed1,spotify:track:2Ya8bityItATB8WNxaaed1,https://api.spotify.com/v1/tracks/2Ya8bityItATB8WNxaaed1,https://api.spotify.com/v1/audio-analysis/2Ya8bityItATB8WNxaaed1,231227.0,4.0,https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX,"['k-pop', 'k-pop boy group']",90,https://open.spotify.com/embed/track/2Ya8bityItATB8WNxaaed1,11111,98
589,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,0.737,0.747,10.0,-4.818,1.0,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453.0,4.0,https://open.spotify.com/artist/72nLe76yBFSlP6VBzME358,['k-pop'],59,https://open.spotify.com/embed/track/1ZLrDPgR7mvuTco3rQK8Pk,11111,99
590,Some,BOL4,0.659,0.799,1.0,-2.849,0.0,0.0629,0.417,0.0,0.0562,0.782,103.991,audio_features,https://open.spotify.com/track/3jsYQw78lrxJA2ysnmOIf9,3jsYQw78lrxJA2ysnmOIf9,spotify:track:3jsYQw78lrxJA2ysnmOIf9,https://api.spotify.com/v1/tracks/3jsYQw78lrxJA2ysnmOIf9,https://api.spotify.com/v1/audio-analysis/3jsYQw78lrxJA2ysnmOIf9,181373.0,4.0,https://open.spotify.com/artist/4k5fFEYgkWYrYvtOK3zVBl,"['k-pop', 'pop']",62,https://open.spotify.com/embed/track/3jsYQw78lrxJA2ysnmOIf9,11111,100
591,ESCAPE,MOON CHILD,0.491,0.947,7.0,-5.19,0.0,0.0428,0.032,4.1e-06,0.133,0.752,164.106,audio_features,https://open.spotify.com/track/51gsYvWiBpx9npHwDASUMq,51gsYvWiBpx9npHwDASUMq,spotify:track:51gsYvWiBpx9npHwDASUMq,https://api.spotify.com/v1/tracks/51gsYvWiBpx9npHwDASUMq,https://api.spotify.com/v1/audio-analysis/51gsYvWiBpx9npHwDASUMq,281067.0,4.0,https://open.spotify.com/artist/5kGxwGD4ctaJ4rYiTatHI7,['classic j-pop'],29,https://open.spotify.com/embed/track/51gsYvWiBpx9npHwDASUMq,1990,1
592,情熱,UA,0.661,0.872,2.0,-5.562,0.0,0.0453,0.158,0.0,0.24,0.917,89.839,audio_features,https://open.spotify.com/track/2TwrieAjsEMIwTGVI6pjrp,2TwrieAjsEMIwTGVI6pjrp,spotify:track:2TwrieAjsEMIwTGVI6pjrp,https://api.spotify.com/v1/tracks/2TwrieAjsEMIwTGVI6pjrp,https://api.spotify.com/v1/audio-analysis/2TwrieAjsEMIwTGVI6pjrp,276347.0,4.0,https://open.spotify.com/artist/43XHGbWVe5qKVCuI0HMep0,"['j-rock', 'japanese r&b', 'japanese singer-songwriter', 'shibuya-kei']",39,https://open.spotify.com/embed/track/2TwrieAjsEMIwTGVI6pjrp,1990,2
593,つつみ込むように・・・,MISIA,0.629,0.868,1.0,-3.897,1.0,0.0351,0.0622,7.33e-05,0.262,0.599,79.868,audio_features,https://open.spotify.com/track/2PwkUql6JErq4rGzIOmOyn,2PwkUql6JErq4rGzIOmOyn,spotify:track:2PwkUql6JErq4rGzIOmOyn,https://api.spotify.com/v1/tracks/2PwkUql6JErq4rGzIOmOyn,https://api.spotify.com/v1/audio-analysis/2PwkUql6JErq4rGzIOmOyn,350827.0,4.0,https://open.spotify.com/artist/3uyDATzOGjbGCts7v2eszk,['j-pop'],55,https://open.spotify.com/embed/track/2PwkUql6JErq4rGzIOmOyn,1990,3
594,ロビンソン,SPITZ,0.636,0.81,6.0,-3.985,0.0,0.0277,0.586,0.0,0.151,0.622,111.053,audio_features,https://open.spotify.com/track/5YP52gnoypy9H1jg5RIwUW,5YP52gnoypy9H1jg5RIwUW,spotify:track:5YP52gnoypy9H1jg5RIwUW,https://api.spotify.com/v1/tracks/5YP52gnoypy9H1jg5RIwUW,https://api.spotify.com/v1/audio-analysis/5YP52gnoypy9H1jg5RIwUW,261053.0,4.0,https://open.spotify.com/artist/5kjGRHClVacSyllOUqU1S0,"['classic j-pop', 'j-pop', 'j-rock']",61,https://open.spotify.com/embed/track/5YP52gnoypy9H1jg5RIwUW,1990,4
595,Time goes by,Every Little Thing,0.54,0.807,5.0,-6.146,0.0,0.0322,0.129,8.93e-06,0.109,0.361,83.48,audio_features,https://open.spotify.com/track/42U3a7lBINr3ucPYcnFxQD,42U3a7lBINr3ucPYcnFxQD,spotify:track:42U3a7lBINr3ucPYcnFxQD,https://api.spotify.com/v1/tracks/42U3a7lBINr3ucPYcnFxQD,https://api.spotify.com/v1/audio-analysis/42U3a7lBINr3ucPYcnFxQD,311933.0,4.0,https://open.spotify.com/artist/7dZHl3ZmH21XpCwvcMlnml,"['classic j-pop', 'eurobeat', 'j-pop', 'j-rock']",49,https://open.spotify.com/embed/track/42U3a7lBINr3ucPYcnFxQD,1990,5
596,夏色,YUZU,0.578,0.913,3.0,-3.01,1.0,0.0439,0.0229,0.0,0.0665,0.763,120.118,audio_features,https://open.spotify.com/track/6dvvId7aLlH52O98GzYuWH,6dvvId7aLlH52O98GzYuWH,spotify:track:6dvvId7aLlH52O98GzYuWH,https://api.spotify.com/v1/tracks/6dvvId7aLlH52O98GzYuWH,https://api.spotify.com/v1/audio-analysis/6dvvId7aLlH52O98GzYuWH,200920.0,4.0,https://open.spotify.com/artist/7lNFzeAXmSIKexINNgO6bu,"['j-acoustic', 'j-pop', 'j-poprock', 'j-rock']",54,https://open.spotify.com/embed/track/6dvvId7aLlH52O98GzYuWH,1990,6
597,冷たい花,the brilliant green,0.413,0.748,11.0,-3.456,1.0,0.029,0.0223,0.00405,0.24,0.426,154.052,audio_features,https://open.spotify.com/track/2GmBua6ZLgcswv3AlRg8ZU,2GmBua6ZLgcswv3AlRg8ZU,spotify:track:2GmBua6ZLgcswv3AlRg8ZU,https://api.spotify.com/v1/tracks/2GmBua6ZLgcswv3AlRg8ZU,https://api.spotify.com/v1/audio-analysis/2GmBua6ZLgcswv3AlRg8ZU,277600.0,4.0,https://open.spotify.com/artist/6ML3nrYx5Mu1wcXP8SmtG2,"['j-pop', 'j-poprock', 'j-rock']",41,https://open.spotify.com/embed/track/2GmBua6ZLgcswv3AlRg8ZU,1990,7
598,さすらい,Tamio Okuda,0.591,0.793,4.0,-6.128,1.0,0.0316,0.0126,1.52e-05,0.157,0.813,118.247,audio_features,https://open.spotify.com/track/6mmHwsfy9QU42LeV6c9UT7,6mmHwsfy9QU42LeV6c9UT7,spotify:track:6mmHwsfy9QU42LeV6c9UT7,https://api.spotify.com/v1/tracks/6mmHwsfy9QU42LeV6c9UT7,https://api.spotify.com/v1/audio-analysis/6mmHwsfy9QU42LeV6c9UT7,203160.0,4.0,https://open.spotify.com/artist/3ZWE1TnryM03rfzVin17K0,"['j-acoustic', 'j-pop', 'j-rock', 'japanese singer-songwriter']",44,https://open.spotify.com/embed/track/6mmHwsfy9QU42LeV6c9UT7,1990,8
599,悲しみジョニー,UA,0.511,0.715,7.0,-6.355,1.0,0.0288,0.516,9.37e-05,0.106,0.582,171.681,audio_features,https://open.spotify.com/track/6bLy6MGr7gPiCv1PT3HNfp,6bLy6MGr7gPiCv1PT3HNfp,spotify:track:6bLy6MGr7gPiCv1PT3HNfp,https://api.spotify.com/v1/tracks/6bLy6MGr7gPiCv1PT3HNfp,https://api.spotify.com/v1/audio-analysis/6bLy6MGr7gPiCv1PT3HNfp,337809.0,4.0,https://open.spotify.com/artist/43XHGbWVe5qKVCuI0HMep0,"['j-rock', 'japanese r&b', 'japanese singer-songwriter', 'shibuya-kei']",39,https://open.spotify.com/embed/track/6bLy6MGr7gPiCv1PT3HNfp,1990,9
600,WOW WAR TONIGHT〜時には起こせよムーヴメント〜 - TWO MILLION MIX,H Jungle With t,0.569,0.879,2.0,-6.56,1.0,0.0649,0.16,0.0,0.341,0.737,169.997,audio_features,https://open.spotify.com/track/19oxKZQilcf3pGhduW6TPg,19oxKZQilcf3pGhduW6TPg,spotify:track:19oxKZQilcf3pGhduW6TPg,https://api.spotify.com/v1/tracks/19oxKZQilcf3pGhduW6TPg,https://api.spotify.com/v1/audio-analysis/19oxKZQilcf3pGhduW6TPg,356200.0,4.0,https://open.spotify.com/artist/5tzXe29CBmoCiUGwpfYAct,['classic j-pop'],36,https://open.spotify.com/embed/track/19oxKZQilcf3pGhduW6TPg,1990,10
601,Swallowtail Butterfly~あいのうた~,YEN TOWN BAND,0.517,0.466,9.0,-7.243,1.0,0.0276,0.467,0.00106,0.117,0.354,74.927,audio_features,https://open.spotify.com/track/1Jc28LWwi8UU59G3G826BF,1Jc28LWwi8UU59G3G826BF,spotify:track:1Jc28LWwi8UU59G3G826BF,https://api.spotify.com/v1/tracks/1Jc28LWwi8UU59G3G826BF,https://api.spotify.com/v1/audio-analysis/1Jc28LWwi8UU59G3G826BF,289000.0,4.0,https://open.spotify.com/artist/17mconkVcXRH2OR3vM7uuz,['j-rock'],30,https://open.spotify.com/embed/track/1Jc28LWwi8UU59G3G826BF,1990,11
602,渚にまつわるエトセトラ,Puffy AmiYumi,0.704,0.834,9.0,-5.656,1.0,0.0294,0.0298,5.57e-05,0.277,0.673,128.687,audio_features,https://open.spotify.com/track/53aL8OLD5zrgZRLGA1FJBa,53aL8OLD5zrgZRLGA1FJBa,spotify:track:53aL8OLD5zrgZRLGA1FJBa,https://api.spotify.com/v1/tracks/53aL8OLD5zrgZRLGA1FJBa,https://api.spotify.com/v1/audio-analysis/53aL8OLD5zrgZRLGA1FJBa,240000.0,4.0,https://open.spotify.com/artist/2wPaW7JIZGyM16donpyBmW,"['classic j-pop', 'j-pop', 'j-pop girl group', 'j-poprock', 'j-rock']",44,https://open.spotify.com/embed/track/53aL8OLD5zrgZRLGA1FJBa,1990,12
603,恋心,Nanase Aikawa,0.511,0.9,10.0,-3.34,0.0,0.0397,0.029,0.0251,0.351,0.326,121.952,audio_features,https://open.spotify.com/track/2037QgdtSbh4lYMmV47ZHC,2037QgdtSbh4lYMmV47ZHC,spotify:track:2037QgdtSbh4lYMmV47ZHC,https://api.spotify.com/v1/tracks/2037QgdtSbh4lYMmV47ZHC,https://api.spotify.com/v1/audio-analysis/2037QgdtSbh4lYMmV47ZHC,240333.0,4.0,https://open.spotify.com/artist/2RNdF99wgP5ikh7fIJ0DIk,"['classic j-pop', 'j-pixie', 'j-pop', 'j-poprock']",42,https://open.spotify.com/embed/track/2037QgdtSbh4lYMmV47ZHC,1990,13
604,桜坂,Masaharu Fukuyama,0.765,0.447,7.0,-8.531,1.0,0.0263,0.176,1.38e-05,0.142,0.461,103.992,audio_features,https://open.spotify.com/track/7gpVG8fQjh5YLViIWy3HHh,7gpVG8fQjh5YLViIWy3HHh,spotify:track:7gpVG8fQjh5YLViIWy3HHh,https://api.spotify.com/v1/tracks/7gpVG8fQjh5YLViIWy3HHh,https://api.spotify.com/v1/audio-analysis/7gpVG8fQjh5YLViIWy3HHh,296680.0,4.0,https://open.spotify.com/artist/5FGlhIQqewJRV8fx24toG0,"['classic j-pop', 'j-acoustic', 'j-pop', 'j-rock', 'japanese singer-songwriter']",51,https://open.spotify.com/embed/track/7gpVG8fQjh5YLViIWy3HHh,1990,14
605,風になりたい,THE BOOM,0.657,0.928,11.0,-6.335,1.0,0.0922,0.162,0.000569,0.0855,0.638,112.74,audio_features,https://open.spotify.com/track/2UUoqj3JmOv9ninNP15PTu,2UUoqj3JmOv9ninNP15PTu,spotify:track:2UUoqj3JmOv9ninNP15PTu,https://api.spotify.com/v1/tracks/2UUoqj3JmOv9ninNP15PTu,https://api.spotify.com/v1/audio-analysis/2UUoqj3JmOv9ninNP15PTu,222827.0,4.0,https://open.spotify.com/artist/3rj96ybf29aaJsJRg4Qci2,"['j-rock', 'okinawan folk', 'ryukyu ongaku']",40,https://open.spotify.com/embed/track/2UUoqj3JmOv9ninNP15PTu,1990,15
606,Red Angel,Pocket Biscuits,0.569,0.953,9.0,-1.681,0.0,0.059,0.00319,0.0018,0.103,0.482,136.004,audio_features,https://open.spotify.com/track/420GGWUgcehwCBIYvJedya,420GGWUgcehwCBIYvJedya,spotify:track:420GGWUgcehwCBIYvJedya,https://api.spotify.com/v1/tracks/420GGWUgcehwCBIYvJedya,https://api.spotify.com/v1/audio-analysis/420GGWUgcehwCBIYvJedya,262440.0,4.0,https://open.spotify.com/artist/440bRdM7PVWhSoOtDiIWPL,"['classic j-pop', 'j-pop']",39,https://open.spotify.com/embed/track/420GGWUgcehwCBIYvJedya,1990,16
607,いいわけ,Sharam Q,0.53,0.914,9.0,-5.013,0.0,0.0805,0.0441,0.0,0.106,0.571,131.089,audio_features,https://open.spotify.com/track/2gaX7DInP5c4p3J585uzj8,2gaX7DInP5c4p3J585uzj8,spotify:track:2gaX7DInP5c4p3J585uzj8,https://api.spotify.com/v1/tracks/2gaX7DInP5c4p3J585uzj8,https://api.spotify.com/v1/audio-analysis/2gaX7DInP5c4p3J585uzj8,279773.0,4.0,https://open.spotify.com/artist/1kK9HRCnY3kiEgiEZIjHVH,"['classic j-pop', 'j-pop', 'j-poprock']",43,https://open.spotify.com/embed/track/2gaX7DInP5c4p3J585uzj8,1990,17
608,Everything,MISIA,0.527,0.531,1.0,-7.371,1.0,0.0334,0.504,0.0,0.109,0.3,131.892,audio_features,https://open.spotify.com/track/1MlVQAK45PcFhl4yp1djKZ,1MlVQAK45PcFhl4yp1djKZ,spotify:track:1MlVQAK45PcFhl4yp1djKZ,https://api.spotify.com/v1/tracks/1MlVQAK45PcFhl4yp1djKZ,https://api.spotify.com/v1/audio-analysis/1MlVQAK45PcFhl4yp1djKZ,420000.0,4.0,https://open.spotify.com/artist/3uyDATzOGjbGCts7v2eszk,['j-pop'],55,https://open.spotify.com/embed/track/1MlVQAK45PcFhl4yp1djKZ,1990,18
609,悲しみの果て,Elephant Kashimashi,0.441,0.486,1.0,-7.644,1.0,0.0271,0.00544,6.17e-06,0.181,0.48,84.781,audio_features,https://open.spotify.com/track/4nYrT4h72JvsNh3t80FmG0,4nYrT4h72JvsNh3t80FmG0,spotify:track:4nYrT4h72JvsNh3t80FmG0,https://api.spotify.com/v1/tracks/4nYrT4h72JvsNh3t80FmG0,https://api.spotify.com/v1/audio-analysis/4nYrT4h72JvsNh3t80FmG0,154173.0,4.0,https://open.spotify.com/artist/24ljrnVUlUZ2apxF6GZsrm,"['classic j-rock', 'j-pop', 'j-rock']",47,https://open.spotify.com/embed/track/4nYrT4h72JvsNh3t80FmG0,1990,19
610,恋しさと せつなさと 心強さと,篠原涼子 with t.komuro,0.591,0.855,2.0,-8.407,1.0,0.0543,0.163,0.000771,0.114,0.64,129.955,audio_features,https://open.spotify.com/track/4t6gCnZijXxfFkrZG2RDHg,4t6gCnZijXxfFkrZG2RDHg,spotify:track:4t6gCnZijXxfFkrZG2RDHg,https://api.spotify.com/v1/tracks/4t6gCnZijXxfFkrZG2RDHg,https://api.spotify.com/v1/audio-analysis/4t6gCnZijXxfFkrZG2RDHg,262427.0,4.0,https://open.spotify.com/artist/3Kdikkq1mYX9Vp5xKMZyft,['classic j-pop'],0,https://open.spotify.com/embed/track/4t6gCnZijXxfFkrZG2RDHg,1990,20
611,チェリー,SPITZ,0.652,0.806,0.0,-3.203,1.0,0.0277,0.207,5.53e-05,0.135,0.732,97.053,audio_features,https://open.spotify.com/track/5Tj1wsJ6wE3Mf1MD0uKGnu,5Tj1wsJ6wE3Mf1MD0uKGnu,spotify:track:5Tj1wsJ6wE3Mf1MD0uKGnu,https://api.spotify.com/v1/tracks/5Tj1wsJ6wE3Mf1MD0uKGnu,https://api.spotify.com/v1/audio-analysis/5Tj1wsJ6wE3Mf1MD0uKGnu,261333.0,4.0,https://open.spotify.com/artist/5kjGRHClVacSyllOUqU1S0,"['classic j-pop', 'j-pop', 'j-rock']",61,https://open.spotify.com/embed/track/5Tj1wsJ6wE3Mf1MD0uKGnu,1990,21
612,Shangri-La,Denki Groove,0.591,0.885,10.0,-7.289,0.0,0.0465,0.00304,0.407,0.369,0.742,119.997,audio_features,https://open.spotify.com/track/4nfBvtodsfAHoaOCrQtpsh,4nfBvtodsfAHoaOCrQtpsh,spotify:track:4nfBvtodsfAHoaOCrQtpsh,https://api.spotify.com/v1/tracks/4nfBvtodsfAHoaOCrQtpsh,https://api.spotify.com/v1/audio-analysis/4nfBvtodsfAHoaOCrQtpsh,310440.0,4.0,https://open.spotify.com/artist/3JByu9VCNA1Rs6puGfRupj,"['classic j-pop', 'japanese techno', 'shibuya-kei']",39,https://open.spotify.com/embed/track/4nfBvtodsfAHoaOCrQtpsh,1990,22
613,私がオバさんになっても - シングル・ヴァージョン,Chisato Moritaka,0.629,0.718,2.0,-7.57,1.0,0.0314,0.39,1.28e-06,0.368,0.604,125.942,audio_features,https://open.spotify.com/track/7D24Mv0a2inUPDVU8ZXZKC,7D24Mv0a2inUPDVU8ZXZKC,spotify:track:7D24Mv0a2inUPDVU8ZXZKC,https://api.spotify.com/v1/tracks/7D24Mv0a2inUPDVU8ZXZKC,https://api.spotify.com/v1/audio-analysis/7D24Mv0a2inUPDVU8ZXZKC,255733.0,3.0,https://open.spotify.com/artist/5SXR1ytzVrYGLv4EpMQERT,"['idol kayo', 'j-pop']",42,https://open.spotify.com/embed/track/7D24Mv0a2inUPDVU8ZXZKC,1990,23
614,田園,Koji Tamaki,0.411,0.933,7.0,-6.767,1.0,0.0474,0.19,0.0,0.11,0.671,75.281,audio_features,https://open.spotify.com/track/6eMJjOdnl1GRnfRWp0qdEo,6eMJjOdnl1GRnfRWp0qdEo,spotify:track:6eMJjOdnl1GRnfRWp0qdEo,https://api.spotify.com/v1/tracks/6eMJjOdnl1GRnfRWp0qdEo,https://api.spotify.com/v1/audio-analysis/6eMJjOdnl1GRnfRWp0qdEo,219667.0,4.0,https://open.spotify.com/artist/5KLvrcsAUwqMOqxErwSJmD,"['classic j-pop', 'japanese singer-songwriter']",48,https://open.spotify.com/embed/track/6eMJjOdnl1GRnfRWp0qdEo,1990,24
