,tracks,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,url,track_id,uri,track_href,analysis_url,duration_ms,time_signature,artist_url,genres,popularity,track_url,created_year,rank
535,FIESTA,IZ*ONE,0.756,0.927,7.0,-2.116,1.0,0.0594,0.0617,0.0,0.343,0.723,123.005,audio_features,https://open.spotify.com/track/6Ihdn6wW2UBhfTKWbP29KA,6Ihdn6wW2UBhfTKWbP29KA,spotify:track:6Ihdn6wW2UBhfTKWbP29KA,https://api.spotify.com/v1/tracks/6Ihdn6wW2UBhfTKWbP29KA,https://api.spotify.com/v1/audio-analysis/6Ihdn6wW2UBhfTKWbP29KA,217760.0,4.0,https://open.spotify.com/artist/5r1tUTxVSgvBHnoDuDODPH,"['k-pop', 'k-pop girl group']",61,https://open.spotify.com/embed/track/6Ihdn6wW2UBhfTKWbP29KA,11111,45
536,Alcohol-Free,TWICE,0.688,0.909,8.0,-1.992,1.0,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097,audio_features,https://open.spotify.com/track/3iPbmpKBMflYd7UjdYftoj,3iPbmpKBMflYd7UjdYftoj,spotify:track:3iPbmpKBMflYd7UjdYftoj,https://api.spotify.com/v1/tracks/3iPbmpKBMflYd7UjdYftoj,https://api.spotify.com/v1/audio-analysis/3iPbmpKBMflYd7UjdYftoj,210573.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/3iPbmpKBMflYd7UjdYftoj,11111,46
537,I CAN'T STOP ME,TWICE,0.657,0.88,10.0,-3.672,0.0,0.102,0.121,0.0,0.463,0.769,150.084,audio_features,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH,3apeXzypBMnUfYcZYNX6DH,spotify:track:3apeXzypBMnUfYcZYNX6DH,https://api.spotify.com/v1/tracks/3apeXzypBMnUfYcZYNX6DH,https://api.spotify.com/v1/audio-analysis/3apeXzypBMnUfYcZYNX6DH,205493.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/3apeXzypBMnUfYcZYNX6DH,11111,47
538,Perfect World,TWICE,0.684,0.877,3.0,-2.322,0.0,0.0611,0.0477,0.0,0.344,0.599,134.98,audio_features,https://open.spotify.com/track/0iuZMy88H6vxDA2oaJNhJg,0iuZMy88H6vxDA2oaJNhJg,spotify:track:0iuZMy88H6vxDA2oaJNhJg,https://api.spotify.com/v1/tracks/0iuZMy88H6vxDA2oaJNhJg,https://api.spotify.com/v1/audio-analysis/0iuZMy88H6vxDA2oaJNhJg,182680.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/0iuZMy88H6vxDA2oaJNhJg,11111,48
539,HAPPY HAPPY,TWICE,0.609,0.932,10.0,-1.562,1.0,0.145,0.173,0.000946,0.396,0.755,179.995,audio_features,https://open.spotify.com/track/02Zq74HPCjFZ2k07pzWtrx,02Zq74HPCjFZ2k07pzWtrx,spotify:track:02Zq74HPCjFZ2k07pzWtrx,https://api.spotify.com/v1/tracks/02Zq74HPCjFZ2k07pzWtrx,https://api.spotify.com/v1/audio-analysis/02Zq74HPCjFZ2k07pzWtrx,206974.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/02Zq74HPCjFZ2k07pzWtrx,11111,49
540,Feel Special,TWICE,0.709,0.959,1.0,-1.339,1.0,0.0603,0.0296,0.00188,0.107,0.644,128.983,audio_features,https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj,14rWuS6yllHOdfZ8sZsZUj,spotify:track:14rWuS6yllHOdfZ8sZsZUj,https://api.spotify.com/v1/tracks/14rWuS6yllHOdfZ8sZsZUj,https://api.spotify.com/v1/audio-analysis/14rWuS6yllHOdfZ8sZsZUj,206868.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/14rWuS6yllHOdfZ8sZsZUj,11111,50
541,BDZ,TWICE,0.715,0.862,10.0,-2.718,0.0,0.0444,0.0113,0.0,0.108,0.668,137.93,audio_features,https://open.spotify.com/track/3YKGJ5tan46uwhJ6xtaZMM,3YKGJ5tan46uwhJ6xtaZMM,spotify:track:3YKGJ5tan46uwhJ6xtaZMM,https://api.spotify.com/v1/tracks/3YKGJ5tan46uwhJ6xtaZMM,https://api.spotify.com/v1/audio-analysis/3YKGJ5tan46uwhJ6xtaZMM,197800.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/3YKGJ5tan46uwhJ6xtaZMM,11111,51
542,Kura Kura,TWICE,0.734,0.714,7.0,-4.351,1.0,0.0986,0.166,0.0,0.0648,0.761,130.999,audio_features,https://open.spotify.com/track/40x7mm8bVfIeOmILh6h0H0,40x7mm8bVfIeOmILh6h0H0,spotify:track:40x7mm8bVfIeOmILh6h0H0,https://api.spotify.com/v1/tracks/40x7mm8bVfIeOmILh6h0H0,https://api.spotify.com/v1/audio-analysis/40x7mm8bVfIeOmILh6h0H0,227747.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/40x7mm8bVfIeOmILh6h0H0,11111,52
543,BETTER,TWICE,0.768,0.698,6.0,-4.712,0.0,0.046,0.00123,0.00031,0.353,0.584,124.99,audio_features,https://open.spotify.com/track/7sDFrxuq3nrKlVe6KUR7A3,7sDFrxuq3nrKlVe6KUR7A3,spotify:track:7sDFrxuq3nrKlVe6KUR7A3,https://api.spotify.com/v1/tracks/7sDFrxuq3nrKlVe6KUR7A3,https://api.spotify.com/v1/audio-analysis/7sDFrxuq3nrKlVe6KUR7A3,223667.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/7sDFrxuq3nrKlVe6KUR7A3,11111,53
544,Feel Special - Japanese ver.,TWICE,0.707,0.951,1.0,-1.608,1.0,0.0522,0.0389,0.000113,0.129,0.696,128.993,audio_features,https://open.spotify.com/track/1dUk8cwy9R1yPtpOjlqq4z,1dUk8cwy9R1yPtpOjlqq4z,spotify:track:1dUk8cwy9R1yPtpOjlqq4z,https://api.spotify.com/v1/tracks/1dUk8cwy9R1yPtpOjlqq4z,https://api.spotify.com/v1/audio-analysis/1dUk8cwy9R1yPtpOjlqq4z,209480.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/1dUk8cwy9R1yPtpOjlqq4z,11111,54
545,FANCY - Japanese ver.,TWICE,0.692,0.847,5.0,-1.947,0.0,0.0534,0.0238,0.0,0.441,0.713,132.055,audio_features,https://open.spotify.com/track/4UsrrE8pPptLKPbqBAaHPG,4UsrrE8pPptLKPbqBAaHPG,spotify:track:4UsrrE8pPptLKPbqBAaHPG,https://api.spotify.com/v1/tracks/4UsrrE8pPptLKPbqBAaHPG,https://api.spotify.com/v1/audio-analysis/4UsrrE8pPptLKPbqBAaHPG,216147.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/4UsrrE8pPptLKPbqBAaHPG,11111,55
546,MORE & MORE - Japanese ver.,TWICE,0.747,0.831,9.0,-4.964,0.0,0.0483,0.044,0.0,0.0835,0.517,106.978,audio_features,https://open.spotify.com/track/6cQPMLQZWlUDaNCf0czhJw,6cQPMLQZWlUDaNCf0czhJw,spotify:track:6cQPMLQZWlUDaNCf0czhJw,https://api.spotify.com/v1/tracks/6cQPMLQZWlUDaNCf0czhJw,https://api.spotify.com/v1/audio-analysis/6cQPMLQZWlUDaNCf0czhJw,201960.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/6cQPMLQZWlUDaNCf0czhJw,11111,56
547,Fanfare,TWICE,0.669,0.956,6.0,-2.49,1.0,0.126,0.0302,9.78e-06,0.0764,0.81,114.922,audio_features,https://open.spotify.com/track/1dkIrVWgtjvzfPMPqdmkcz,1dkIrVWgtjvzfPMPqdmkcz,spotify:track:1dkIrVWgtjvzfPMPqdmkcz,https://api.spotify.com/v1/tracks/1dkIrVWgtjvzfPMPqdmkcz,https://api.spotify.com/v1/audio-analysis/1dkIrVWgtjvzfPMPqdmkcz,220240.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/1dkIrVWgtjvzfPMPqdmkcz,11111,57
548,Breakthrough,TWICE,0.868,0.728,6.0,-3.338,0.0,0.11,0.0439,0.0,0.0975,0.616,112.006,audio_features,https://open.spotify.com/track/6rNkITjuW2Jadr3Bv0DbHb,6rNkITjuW2Jadr3Bv0DbHb,spotify:track:6rNkITjuW2Jadr3Bv0DbHb,https://api.spotify.com/v1/tracks/6rNkITjuW2Jadr3Bv0DbHb,https://api.spotify.com/v1/audio-analysis/6rNkITjuW2Jadr3Bv0DbHb,217651.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/6rNkITjuW2Jadr3Bv0DbHb,11111,58
549,HAPPY HAPPY,TWICE,0.609,0.932,10.0,-1.562,1.0,0.145,0.173,0.000946,0.396,0.755,179.995,audio_features,https://open.spotify.com/track/1yPkYnRgZveWLCUSWX16ra,1yPkYnRgZveWLCUSWX16ra,spotify:track:1yPkYnRgZveWLCUSWX16ra,https://api.spotify.com/v1/tracks/1yPkYnRgZveWLCUSWX16ra,https://api.spotify.com/v1/audio-analysis/1yPkYnRgZveWLCUSWX16ra,206974.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/1yPkYnRgZveWLCUSWX16ra,11111,59
550,LIKEY - Japanese ver.,TWICE,0.717,0.893,4.0,-1.391,0.0,0.0382,0.379,0.000112,0.12,0.426,131.947,audio_features,https://open.spotify.com/track/2W1YeWvOpGWQIArbfI4pnw,2W1YeWvOpGWQIArbfI4pnw,spotify:track:2W1YeWvOpGWQIArbfI4pnw,https://api.spotify.com/v1/tracks/2W1YeWvOpGWQIArbfI4pnw,https://api.spotify.com/v1/audio-analysis/2W1YeWvOpGWQIArbfI4pnw,207825.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/2W1YeWvOpGWQIArbfI4pnw,11111,60
551,Heart Shaker - Japanese ver.,TWICE,0.538,0.935,8.0,-1.075,1.0,0.061,0.00936,0.0,0.0701,0.826,163.908,audio_features,https://open.spotify.com/track/3hePH8YWEb6BUJ163U9wDa,3hePH8YWEb6BUJ163U9wDa,spotify:track:3hePH8YWEb6BUJ163U9wDa,https://api.spotify.com/v1/tracks/3hePH8YWEb6BUJ163U9wDa,https://api.spotify.com/v1/audio-analysis/3hePH8YWEb6BUJ163U9wDa,188373.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/3hePH8YWEb6BUJ163U9wDa,11111,61
552,What is Love? - Japanese ver.,TWICE,0.564,0.892,1.0,-1.84,1.0,0.0639,0.0501,0.0,0.234,0.637,169.939,audio_features,https://open.spotify.com/track/1aHFbW8QF7LoJWcX0kPcrH,1aHFbW8QF7LoJWcX0kPcrH,spotify:track:1aHFbW8QF7LoJWcX0kPcrH,https://api.spotify.com/v1/tracks/1aHFbW8QF7LoJWcX0kPcrH,https://api.spotify.com/v1/audio-analysis/1aHFbW8QF7LoJWcX0kPcrH,208237.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/1aHFbW8QF7LoJWcX0kPcrH,11111,62
553,Dance The Night Away - Japanese ver.,TWICE,0.681,0.847,0.0,-3.855,1.0,0.107,0.109,4.02e-05,0.0828,0.743,117.947,audio_features,https://open.spotify.com/track/3picEaAiFbUtP9YDoM7J73,3picEaAiFbUtP9YDoM7J73,spotify:track:3picEaAiFbUtP9YDoM7J73,https://api.spotify.com/v1/tracks/3picEaAiFbUtP9YDoM7J73,https://api.spotify.com/v1/audio-analysis/3picEaAiFbUtP9YDoM7J73,183467.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/3picEaAiFbUtP9YDoM7J73,11111,63
554,YES or YES - Japanese ver.,TWICE,0.707,0.915,6.0,-2.991,1.0,0.0419,0.0655,0.0,0.183,0.769,137.972,audio_features,https://open.spotify.com/track/68FitshLHaAaDnoyAsq8L5,68FitshLHaAaDnoyAsq8L5,spotify:track:68FitshLHaAaDnoyAsq8L5,https://api.spotify.com/v1/tracks/68FitshLHaAaDnoyAsq8L5,https://api.spotify.com/v1/audio-analysis/68FitshLHaAaDnoyAsq8L5,241093.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/68FitshLHaAaDnoyAsq8L5,11111,64
555,SIGNAL - Japanese ver.,TWICE,0.611,0.724,0.0,-3.303,1.0,0.39,0.271,0.0,0.107,0.656,207.581,audio_features,https://open.spotify.com/track/4R7QVSqBN0koJHcOL7PGb5,4R7QVSqBN0koJHcOL7PGb5,spotify:track:4R7QVSqBN0koJHcOL7PGb5,https://api.spotify.com/v1/tracks/4R7QVSqBN0koJHcOL7PGb5,https://api.spotify.com/v1/audio-analysis/4R7QVSqBN0koJHcOL7PGb5,197929.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/4R7QVSqBN0koJHcOL7PGb5,11111,65
556,KNOCK KNOCK - Japanese ver.,TWICE,0.697,0.957,9.0,-2.603,1.0,0.204,0.0984,2.92e-06,0.0524,0.396,130.03,audio_features,https://open.spotify.com/track/5LkQpbBFgoyQm1jGlznT7p,5LkQpbBFgoyQm1jGlznT7p,spotify:track:5LkQpbBFgoyQm1jGlznT7p,https://api.spotify.com/v1/tracks/5LkQpbBFgoyQm1jGlznT7p,https://api.spotify.com/v1/audio-analysis/5LkQpbBFgoyQm1jGlznT7p,197975.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/5LkQpbBFgoyQm1jGlznT7p,11111,66
557,TT - Japanese ver.,TWICE,0.699,0.856,2.0,-3.326,1.0,0.0608,0.0807,8.72e-06,0.44,0.331,129.96,audio_features,https://open.spotify.com/track/0PAyiPTz8gL0udQnSasc5G,0PAyiPTz8gL0udQnSasc5G,spotify:track:0PAyiPTz8gL0udQnSasc5G,https://api.spotify.com/v1/tracks/0PAyiPTz8gL0udQnSasc5G,https://api.spotify.com/v1/audio-analysis/0PAyiPTz8gL0udQnSasc5G,212989.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/0PAyiPTz8gL0udQnSasc5G,11111,67
558,CHEER UP - Japanese ver.,TWICE,0.538,0.878,6.0,-1.291,1.0,0.083,0.175,0.0,0.067,0.467,172.888,audio_features,https://open.spotify.com/track/5UnRutJ5phJ9Ti4WnFgEoJ,5UnRutJ5phJ9Ti4WnFgEoJ,spotify:track:5UnRutJ5phJ9Ti4WnFgEoJ,https://api.spotify.com/v1/tracks/5UnRutJ5phJ9Ti4WnFgEoJ,https://api.spotify.com/v1/audio-analysis/5UnRutJ5phJ9Ti4WnFgEoJ,208862.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/5UnRutJ5phJ9Ti4WnFgEoJ,11111,68
559,Like OOH-AHH - Japanese ver.,TWICE,0.687,0.837,6.0,-2.153,1.0,0.0566,0.341,0.0,0.226,0.762,142.029,audio_features,https://open.spotify.com/track/2bnUATKYS3JykGpZjjlbXV,2bnUATKYS3JykGpZjjlbXV,spotify:track:2bnUATKYS3JykGpZjjlbXV,https://api.spotify.com/v1/tracks/2bnUATKYS3JykGpZjjlbXV,https://api.spotify.com/v1/audio-analysis/2bnUATKYS3JykGpZjjlbXV,215079.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/2bnUATKYS3JykGpZjjlbXV,11111,69
560,One More Time,TWICE,0.74,0.928,7.0,-4.139,1.0,0.0633,0.00288,0.0,0.319,0.671,129.955,audio_features,https://open.spotify.com/track/5st9DnsI9K0JpOOg6TucPd,5st9DnsI9K0JpOOg6TucPd,spotify:track:5st9DnsI9K0JpOOg6TucPd,https://api.spotify.com/v1/tracks/5st9DnsI9K0JpOOg6TucPd,https://api.spotify.com/v1/audio-analysis/5st9DnsI9K0JpOOg6TucPd,183001.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/5st9DnsI9K0JpOOg6TucPd,11111,70
561,CRY FOR ME,TWICE,0.702,0.692,10.0,-5.405,1.0,0.0539,0.0542,0.0,0.0877,0.419,144.896,audio_features,https://open.spotify.com/track/0PoAZ7SLFpqpYR9LSCYAo8,0PoAZ7SLFpqpYR9LSCYAo8,spotify:track:0PoAZ7SLFpqpYR9LSCYAo8,https://api.spotify.com/v1/tracks/0PoAZ7SLFpqpYR9LSCYAo8,https://api.spotify.com/v1/audio-analysis/0PoAZ7SLFpqpYR9LSCYAo8,204168.0,4.0,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group']",79,https://open.spotify.com/embed/track/0PoAZ7SLFpqpYR9LSCYAo8,11111,71
562,Dolphin,OH MY GIRL,0.859,0.669,4.0,-4.539,1.0,0.0835,0.166,0.0,0.265,0.555,113.986,audio_features,https://open.spotify.com/track/1dviDdgKpGgIJGeHgcR8VT,1dviDdgKpGgIJGeHgcR8VT,spotify:track:1dviDdgKpGgIJGeHgcR8VT,https://api.spotify.com/v1/tracks/1dviDdgKpGgIJGeHgcR8VT,https://api.spotify.com/v1/audio-analysis/1dviDdgKpGgIJGeHgcR8VT,176773.0,4.0,https://open.spotify.com/artist/2019zR22qK2RBvCqtudBaI,"['k-pop', 'k-pop girl group']",55,https://open.spotify.com/embed/track/1dviDdgKpGgIJGeHgcR8VT,11111,72
563,Nonstop,OH MY GIRL,0.754,0.909,0.0,-2.596,1.0,0.052,0.165,0.0,0.372,0.811,123.988,audio_features,https://open.spotify.com/track/3an3W6IJCSSpgSIvadaWEM,3an3W6IJCSSpgSIvadaWEM,spotify:track:3an3W6IJCSSpgSIvadaWEM,https://api.spotify.com/v1/tracks/3an3W6IJCSSpgSIvadaWEM,https://api.spotify.com/v1/audio-analysis/3an3W6IJCSSpgSIvadaWEM,202760.0,4.0,https://open.spotify.com/artist/2019zR22qK2RBvCqtudBaI,"['k-pop', 'k-pop girl group']",55,https://open.spotify.com/embed/track/3an3W6IJCSSpgSIvadaWEM,11111,73
564,Lovesick Girls,BLACKPINK,0.658,0.732,6.0,-4.762,1.0,0.0654,0.00513,0.0,0.13,0.409,127.995,audio_features,https://open.spotify.com/track/4Vhvlhomv8fTp2e6I4XTpe,4Vhvlhomv8fTp2e6I4XTpe,spotify:track:4Vhvlhomv8fTp2e6I4XTpe,https://api.spotify.com/v1/tracks/4Vhvlhomv8fTp2e6I4XTpe,https://api.spotify.com/v1/audio-analysis/4Vhvlhomv8fTp2e6I4XTpe,192765.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/4Vhvlhomv8fTp2e6I4XTpe,11111,74
565,Kill This Love,BLACKPINK,0.738,0.861,2.0,-4.141,1.0,0.237,0.318,0.00182,0.325,0.58,131.98,audio_features,https://open.spotify.com/track/3TWfEEzcdrkR0CSvWqyUlX,3TWfEEzcdrkR0CSvWqyUlX,spotify:track:3TWfEEzcdrkR0CSvWqyUlX,https://api.spotify.com/v1/tracks/3TWfEEzcdrkR0CSvWqyUlX,https://api.spotify.com/v1/audio-analysis/3TWfEEzcdrkR0CSvWqyUlX,189040.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/3TWfEEzcdrkR0CSvWqyUlX,11111,75
566,How You Like That,BLACKPINK,0.813,0.787,11.0,-4.254,1.0,0.0777,0.0452,0.000107,0.0506,0.326,130.018,audio_features,https://open.spotify.com/track/6qHFPCWow1hMMY5x8h9VSM,6qHFPCWow1hMMY5x8h9VSM,spotify:track:6qHFPCWow1hMMY5x8h9VSM,https://api.spotify.com/v1/tracks/6qHFPCWow1hMMY5x8h9VSM,https://api.spotify.com/v1/audio-analysis/6qHFPCWow1hMMY5x8h9VSM,180956.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/6qHFPCWow1hMMY5x8h9VSM,11111,76
567,BOOMBAYAH - KR Ver.,BLACKPINK,0.658,0.849,5.0,-3.16,0.0,0.0613,0.00256,0.0,0.418,0.389,124.933,audio_features,https://open.spotify.com/track/3G6PGH2teMqeF9IkbMUY1y,3G6PGH2teMqeF9IkbMUY1y,spotify:track:3G6PGH2teMqeF9IkbMUY1y,https://api.spotify.com/v1/tracks/3G6PGH2teMqeF9IkbMUY1y,https://api.spotify.com/v1/audio-analysis/3G6PGH2teMqeF9IkbMUY1y,241467.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/3G6PGH2teMqeF9IkbMUY1y,11111,77
568,AS IF IT'S YOUR LAST - KR Ver.,BLACKPINK,0.783,0.854,8.0,-2.691,1.0,0.0902,0.0749,0.0,0.0671,0.509,125.005,audio_features,https://open.spotify.com/track/0onKPjKMVmROyBOItWnPcI,0onKPjKMVmROyBOItWnPcI,spotify:track:0onKPjKMVmROyBOItWnPcI,https://api.spotify.com/v1/tracks/0onKPjKMVmROyBOItWnPcI,https://api.spotify.com/v1/audio-analysis/0onKPjKMVmROyBOItWnPcI,212760.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/0onKPjKMVmROyBOItWnPcI,11111,78
569,BOOMBAYAH - KR Ver.,BLACKPINK,0.657,0.85,5.0,-3.157,0.0,0.0694,0.00264,0.0,0.412,0.375,124.882,audio_features,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt,1qAPA8TooLVEqAZ58fhcrt,spotify:track:1qAPA8TooLVEqAZ58fhcrt,https://api.spotify.com/v1/tracks/1qAPA8TooLVEqAZ58fhcrt,https://api.spotify.com/v1/audio-analysis/1qAPA8TooLVEqAZ58fhcrt,241467.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/1qAPA8TooLVEqAZ58fhcrt,11111,79
570,STAY - Japanese Version,BLACKPINK,0.589,0.398,1.0,-7.5,1.0,0.0314,0.587,0.0,0.159,0.427,88.062,audio_features,https://open.spotify.com/track/6Fcoih4yHMyXLzDcTeVUgn,6Fcoih4yHMyXLzDcTeVUgn,spotify:track:6Fcoih4yHMyXLzDcTeVUgn,https://api.spotify.com/v1/tracks/6Fcoih4yHMyXLzDcTeVUgn,https://api.spotify.com/v1/audio-analysis/6Fcoih4yHMyXLzDcTeVUgn,231293.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/6Fcoih4yHMyXLzDcTeVUgn,11111,80
571,AS IF IT’S YOUR LAST - Japanese Version,BLACKPINK,0.768,0.86,8.0,-2.234,1.0,0.0733,0.141,0.0,0.0603,0.489,125.032,audio_features,https://open.spotify.com/track/5m8wiO2ySMpCtYSwHatWQr,5m8wiO2ySMpCtYSwHatWQr,spotify:track:5m8wiO2ySMpCtYSwHatWQr,https://api.spotify.com/v1/tracks/5m8wiO2ySMpCtYSwHatWQr,https://api.spotify.com/v1/audio-analysis/5m8wiO2ySMpCtYSwHatWQr,212773.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/5m8wiO2ySMpCtYSwHatWQr,11111,81
572,WHISTLE - Japanese Version,BLACKPINK,0.821,0.718,6.0,-5.474,0.0,0.0471,0.00267,0.0,0.0845,0.579,102.924,audio_features,https://open.spotify.com/track/6kZE8ZhOUM2rGmeG9qk7Y9,6kZE8ZhOUM2rGmeG9qk7Y9,spotify:track:6kZE8ZhOUM2rGmeG9qk7Y9,https://api.spotify.com/v1/tracks/6kZE8ZhOUM2rGmeG9qk7Y9,https://api.spotify.com/v1/audio-analysis/6kZE8ZhOUM2rGmeG9qk7Y9,212600.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/6kZE8ZhOUM2rGmeG9qk7Y9,11111,82
573,DDU-DU DDU-DU - KR Ver.,BLACKPINK,0.665,0.86,4.0,-3.921,0.0,0.0761,0.0322,0.0,0.281,0.372,139.973,audio_features,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu,2CWnuF7ht55Ajyeg4WPvWu,spotify:track:2CWnuF7ht55Ajyeg4WPvWu,https://api.spotify.com/v1/tracks/2CWnuF7ht55Ajyeg4WPvWu,https://api.spotify.com/v1/audio-analysis/2CWnuF7ht55Ajyeg4WPvWu,209355.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/2CWnuF7ht55Ajyeg4WPvWu,11111,83
574,FOREVER YOUNG - KR Ver.,BLACKPINK,0.615,0.96,4.0,-1.807,1.0,0.09,0.0419,0.0,0.0925,0.504,110.058,audio_features,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA,57Enap29zKl7NGRdDJjkjA,spotify:track:57Enap29zKl7NGRdDJjkjA,https://api.spotify.com/v1/tracks/57Enap29zKl7NGRdDJjkjA,https://api.spotify.com/v1/audio-analysis/57Enap29zKl7NGRdDJjkjA,237077.0,4.0,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group']",86,https://open.spotify.com/embed/track/57Enap29zKl7NGRdDJjkjA,11111,84
